,Word,Senses,Glosa,PoS,SynsetPoS
2280,non_curtido,1,un látego feito de coiro non curtido,a,glg-30-01659447-a
2281,sangrado,1,látex de árbores de caucho sangradas,a,glg-30-01659577-a
2282,sen_explotar,1,un barril sen explotar,a,glg-30-01659874-a
2283,sen_explotar,1,un azucre sen explotar,a,glg-30-01659874-a
2284,oportuno,3,un lugar oportuno para facer o campamento,a,glg-30-01660994-a
2285,oportuno,3,unha chegada oportuna,a,glg-30-01660994-a
2286,inoportuno,3,chegou á hora máis inoportuna,a,glg-30-01661914-a
2287,inoportuno,3,unha visita inoportuna,a,glg-30-01661914-a
2288,oposto,2,o dedo polgar é o oposto ao dedo índice,a,glg-30-01662510-a
2289,oposto,1,dúas escolas de pensamento radicalmente opostas,a,glg-30-01662756-a
2290,por_unanimidade,1,son as forzas militares por unanimidade,a,glg-30-01663049-a
2291,por_unanimidade,1,foi candidato por unanimidade,a,glg-30-01663049-a
2292,oposto,2,follas opostas,a,glg-30-01663201-a
2293,alterno,2,talos con follas alternas,a,glg-30-01663359-a
2294,optimista,1,espírito nun estado optimista,a,glg-30-01663571-a
2295,optimista,1,plans optimistas,a,glg-30-01663571-a
2296,optimista,1,tivo unha visión optimista,a,glg-30-01663571-a
2297,oral,2,cavidade oral,a,glg-30-01665184-a
2298,oral,2,mucosa oral,a,glg-30-01665184-a
2299,oral,2,a superficie oral dunha estrela do mar,a,glg-30-01665184-a
2300,aboral,1,a superficie aboral dunha estrela de mar,a,glg-30-01665674-a
2301,ordenado,1,unha multitude ordenada enfrontou o presidente,a,glg-30-01666126-a
2302,desordenado,1,conduta desordenada,a,glg-30-01666275-a
2303,ordenado,2,unha secuencia ordenada,a,glg-30-01667519-a
2304,organizado,4,ela é moi organizada,a,glg-30-01668340-a
2305,organizado,4,a súa vida era demasiado organizada,a,glg-30-01668340-a
2306,desorganizado,4,unha empresa desorganizada,a,glg-30-01668858-a
2307,desorganizado,4,era moi desorganizada para ser unha compañeira agradable,a,glg-30-01668858-a
2308,desorganizado,5,os territorios desorganizados carecen dun goberno central,a,glg-30-01671095-a
2309,estruturado,1,un ambiente estruturado,a,glg-30-01671732-a
2310,non_estruturado,1,unha situación non estruturada sen ninguén nunha posición de autoridade,a,glg-30-01671881-a
2311,non_estruturado,1,unha banda de barrio cun sistema relativamente non estruturado,a,glg-30-01671881-a
2312,ordinario,2,obxectos ordinarios de uso cotián,a,glg-30-01672607-a
2313,ordinario,2,decencia ordinaria,a,glg-30-01672607-a
2314,ordinario,2,un viño ordinario,a,glg-30-01672607-a
2315,extraordinario,1,autoridade extraordinaria,a,glg-30-01675190-a
2316,extraordinario,1,unha conquista extraordinaria,a,glg-30-01675190-a
2317,extraordinario,1,a súa beleza extraordinaria,a,glg-30-01675190-a
2318,extraordinario,1,aprecia a popularidade extraordinaria,a,glg-30-01675190-a
2319,extraordinario,1,unha extraordinaria capacidade de traballo,a,glg-30-01675190-a
2320,extraordinario,1,unha sesión lexislativa extraordinaria,a,glg-30-01675190-a
2321,orgánico,1,os hidrocarburos son compostos orgánicos,a,glg-30-01679055-a
2322,inorgánico,1,os ácidos clorhídrico e sulfúrico son chamados substancias inorgánicas,a,glg-30-01679244-a
2323,orgánico,2,vida orgánica,a,glg-30-01679459-a
2324,orgánico,2,crecemento orgánico,a,glg-30-01679459-a
2325,orgánico,2,restos orgánicos atopados nunha rocha,a,glg-30-01679459-a
2326,organizado,5,pezas de xadrez coidadosamente organizadas,a,glg-30-01681028-a
2327,desamañado,2,o seu cabelo desamañado,a,glg-30-01681607-a
2328,orientado,2,a casa tiña grandes ventás coa vista orientada ao mar,a,glg-30-01682229-a
2329,orientado,2,a axuda que se lles dá aos estudantes de primeiro curso está orientada á vida universitaria,a,glg-30-01682229-a
2330,orientado,2,o libro está orientado a proporcionar un valor determinado,a,glg-30-01682229-a
2331,desorientado,1,estivo desorientado ata que mirou para o mapa,a,glg-30-01683667-a
2332,orientado,3,a abella orientada fai unha pausa momentánea antes de voltar á colmea,a,glg-30-01684426-a
2333,orientado,3,un programa orientado para novos funcionarios,a,glg-30-01684426-a
2334,desorientado,2,deu tantas voltas á dereita e despois á esquerda que quedou completamente desorientado,a,glg-30-01685377-a
2335,desorientado,2,un forte golpe na cabeza pode deixalo desorientado,a,glg-30-01685377-a
2336,orixinal,2,unha visión verdadeiramente orixinal,a,glg-30-01686439-a
2337,orixinal,2,música orixinal,a,glg-30-01686439-a
2338,orixinal,2,unha mente orixinal,a,glg-30-01686439-a
2339,pouco_orixinal,1,"a súa vida fora pouco orixinal, conformándose completamente co modelo establecido (Graham Gwethalyn)",a,glg-30-01688271-a
2340,ortodoxo,1,unha visión ortodoxa do mundo,a,glg-30-01689880-a
2341,exterior,1,roupa para o exterior,a,glg-30-01692222-a
2342,exterior,1,unha fermosa preparación exterior para a voda,a,glg-30-01692222-a
2343,interior,4,actividades interiores para un día chuvioso,a,glg-30-01692786-a
2344,interior,4,unha piscina interior,a,glg-30-01692786-a
2345,exterior,7,unha marxe exterior,a,glg-30-01692969-a
2346,interior,5,meteu a man no peto interior do abrigo,a,glg-30-01693799-a
2347,interior,5,da parte interior cara á exterior,a,glg-30-01693799-a
2348,interior,5,o extremo interior da casa está entre a placa e a masa,a,glg-30-01693799-a
2349,cuberto,1,as mulleres con rostros cubertos,a,glg-30-01694223-a
2350,cuberto,1,vagóns cubertos,a,glg-30-01694223-a
2351,cuberto,1,unha terraza cuberta,a,glg-30-01694223-a
2352,nu,3,unha montaña núa,a,glg-30-01698400-a
2353,nu,3,pés nus,a,glg-30-01698400-a
2354,recuberto,1,"o papel recuberto ten unha capa lisa e pulida, especialmente apropiada para a impresión de tinta ",a,glg-30-01699095-a
2355,sen_recubrimento,1,papeis sen recubrimento,a,glg-30-01699982-a
2356,sen_teito,1,o furacán deixou centenares de casas sen teito,a,glg-30-01700293-a
2357,frondoso,1,árbores frondosas,a,glg-30-01700414-a
2358,con_bordos__con_labios,2,unha cunca con bordos,a,glg-30-01704073-a
2359,con_bordos__con_labios,2,unha virxe con labios puros (John Keats),a,glg-30-01704073-a
2360,evidente,3,unha mentira evidente,a,glg-30-01704761-a
2361,encuberto,1,accións encubertas da CIA,a,glg-30-01705655-a
2362,encuberto,1,financiamento encuberto para os rebeldes,a,glg-30-01705655-a
2363,pago,1,a publicidade está paga,a,glg-30-01708249-a
2364,pago,1,un cheque pago,a,glg-30-01708249-a
2365,sen_pagar,1,unha factura sen pagar,a,glg-30-01709815-a
2366,doloroso,1,traballou cunha lentitude dolorosa,a,glg-30-01711071-a
2367,indoloro,1,odontoloxía indolora,a,glg-30-01713095-a
2368,pintado,1,mobles de xardín recen pintados,a,glg-30-01713373-a
2369,sen_pintura,1,unha casa sen pintura,a,glg-30-01713925-a
2370,sen_pintura,1,mobles sen pintura,a,glg-30-01713925-a
2371,inexpresable,1,o inexpresable e indescritible son da conciencia,a,glg-30-01716034-a
2372,desagradable,3,unha comida desagradable,a,glg-30-01716491-a
2373,desagradable,3,verdades desagradables,a,glg-30-01716491-a
2374,desagradable,3,comportamento desagradable,a,glg-30-01716491-a
2375,palpable,3,po pouco palpable,a,glg-30-01717117-a
2376,palpable,3,unha súbita onda de ira palpable,a,glg-30-01717117-a
2377,palpable,3,o aire estaba quente e cargado - palpable como o algodón,a,glg-30-01717117-a
2378,palpable,3,unha mentira palpable,a,glg-30-01717117-a
2379,impalpable,1,unha nube impalpable,a,glg-30-01717669-a
2380,impalpable,1,sombras impalpables,a,glg-30-01717669-a
2381,impalpable,1,distincións impalpables,a,glg-30-01717669-a
2382,impalpable,1,algo impalpable como un soño,a,glg-30-01717669-a
2383,paralelo,1,as liñas paralelas nunca converxen,a,glg-30-01718158-a
2384,paralelo,1,os círculos concéntricos son paralelos,a,glg-30-01718158-a
2385,paralelo,1,os bailaríns sitúanse en dúas fileiras paralelas,a,glg-30-01718158-a
2386,oblicuo,1,os raios oblicuos do sol do inverno,a,glg-30-01718867-a
2387,oblicuo,1,os ángulos agudos e obtusos son ángulos oblicuos,a,glg-30-01718867-a
2388,oblicuo,1,o eixo dun cono oblicuo non é perpendicular á súa base,a,glg-30-01718867-a
2389,perpendicular,1,os eixes son perpendiculares uns aos outros,a,glg-30-01720280-a
2390,imperdoable,1,comportamento imperdoable,a,glg-30-01721530-a
2391,paternal,2,orientación paternal,a,glg-30-01722529-a
2392,filial,1,respecto filial,a,glg-30-01722699-a
2393,imparcial,1,a fría neutralidade dun xuíz imparcial,a,glg-30-01723308-a
2394,transitable,1,a estrada é transitable,a,glg-30-01724551-a
2395,non_apaixonado,1,unha observación non apaixonada da natureza humana,a,glg-30-01727439-a
2396,pasado,1,tempo pasado,a,glg-30-01727926-a
2397,pasado,1,a xuventude pasada,a,glg-30-01727926-a
2398,pasado,1,o xoves pasado,a,glg-30-01727926-a
2399,pasado,1,o ano pasado,a,glg-30-01727926-a
2400,presente,3,observacións presentes,a,glg-30-01731351-a
2401,futuro,1,algún historiador futuro estudará a cuestión,a,glg-30-01732270-a
2402,nacido,1,foi un neno nacido do adulterio,a,glg-30-01733462-a
2403,materno,1,teña co seu convidado un afecto maternal (Dorothy Sayers),a,glg-30-01734884-a
2404,paciente,1,un sorriso paciente,a,glg-30-01735736-a
2405,paciente,1,era paciente cos nenos,a,glg-30-01735736-a
2406,paciente,1,un científico exacto e paciente,a,glg-30-01735736-a
2407,paciente,1,por favor sexa paciente,a,glg-30-01735736-a
2408,impaciente,1,é impaciente cos alumnos máis lentos,a,glg-30-01737241-a
2409,frecuentado,1,rúa chea de tendas prosperas e moi frecuentadas,a,glg-30-01738746-a
2410,non_frecuentado,1,un restaurante non frecuentado pola elite,a,glg-30-01738895-a
2411,sen_embalaxe,1,noces sen embalaxe,a,glg-30-01739456-a
2412,tranquilo,6,tempos tranquilos,a,glg-30-01740892-a
2413,tranquilo,6,sono tranquilo,a,glg-30-01740892-a
2414,axitado,2,foron tempos axitados,a,glg-30-01742296-a
2415,axitado,2,un matrimonio axitado,a,glg-30-01742296-a
2416,perceptivo,1,ollo perceptivo,a,glg-30-01744111-a
2417,perceptivo,1,unha observación perceptiva,a,glg-30-01744111-a
2418,non_perceptivo,1,non perceptivo como unha rocha,a,glg-30-01746114-a
2419,perceptible,1,unha coxeira perceptible,a,glg-30-01746605-a
2420,perceptible,1,sons doadamente perceptibles,a,glg-30-01746605-a
2421,perceptible,1,cambios perceptibles no comportamento,a,glg-30-01746605-a
2422,imperceptible,2,un descenso imperceptible na temperatura,a,glg-30-01748318-a
2423,imperceptible,2,un aceno imperceptible,a,glg-30-01748318-a
2424,imperceptible,2,é unha cor imperceptible,a,glg-30-01748318-a
2425,perfecto,1,un círculo perfecto,a,glg-30-01749320-a
2426,perfecto,1,unha reprodución perfecta,a,glg-30-01749320-a
2427,perfecto,1,felicidade perfecta,a,glg-30-01749320-a
2428,perfecto,1,formas perfectas,a,glg-30-01749320-a
2429,perfecto,1,un exemplar perfecto,a,glg-30-01749320-a
2430,perfecto,1,un día perfecto,a,glg-30-01749320-a
2431,imperfecto,2,tiña unha comprensión imperfecta das súas responsabilidades,a,glg-30-01752167-a
2432,imperfecto,2,os mortais somos imperfectos,a,glg-30-01752167-a
2433,imperfecto,2,esta drenaxe é imperfecta,a,glg-30-01752167-a
2434,perecedoiro,1,o noso planeta neste momento é perecedoiro,a,glg-30-01753365-a
2435,perecedoiro,1,alimentos perecedoiros como a manteiga e as froitas,a,glg-30-01753365-a
2436,permanente,2,é o secretario permanente do presidente,a,glg-30-01754421-a
2437,permanente,2,domicilio permanente,a,glg-30-01754421-a
2438,permanente,2,a literatura ten un valor permanente,a,glg-30-01754421-a
2439,persistente,2,follas persistentes que permanecen agarradas chegada a madurez,a,glg-30-01758339-a
2440,persistente,2,branquias persistentes dos peixes,a,glg-30-01758339-a
2441,caduco,2,a maioría dos anfibios teñen branquias caducas,a,glg-30-01758582-a
2442,caduco,2,o cáliz caduco dunha papoula,a,glg-30-01758582-a
2443,reversible,1,hipertensión reversible,a,glg-30-01758934-a
2444,irreversible,1,o ímpeto irreversible cara á revolución,a,glg-30-01759362-a
2445,reversible,2,un abrigo reversible,a,glg-30-01759676-a
2446,revogable,2,unha orde revogable,a,glg-30-01760132-a
2447,irrevogable,2,a miña desgraza é firme e irrevogable (Shakespeare),a,glg-30-01760670-a
2448,permisible,1,unha dedución fiscal permisible,a,glg-30-01760944-a
2449,inadmisible,1,comportamento inadmisible,a,glg-30-01761186-a
2450,admisible,1,é unha proba admisible,a,glg-30-01761871-a
2451,inadmisible,2,é unha proba inadmisible,a,glg-30-01762582-a
2452,permisivo,1,a lexislación primaria directa é moi permisiva e non normativa,a,glg-30-01762839-a
2453,permisivo,1,pais permisivos,a,glg-30-01762839-a
2454,confuso,2,linguaxe confusa,a,glg-30-01765643-a
2455,confuso,2,estado confuso do mundo,a,glg-30-01765643-a
2456,persoal,1,un favor persoal,a,glg-30-01767329-a
2457,persoal,1, é para uso persoal,a,glg-30-01767329-a
2458,persoal,1,documentos persoais,a,glg-30-01767329-a
2459,persoal,1,eu teño algo persoal para dicirlle,a,glg-30-01767329-a
2460,persoal,1,el ten a súa conta bancaria persoal e ela ten a súa,a,glg-30-01767329-a
2461,impersoal,1,unha empresa impersoal,a,glg-30-01769565-a
2462,impersoal,1,unha observación impersoal,a,glg-30-01769565-a
2463,persuasivo,1,elocuencia persuasiva,a,glg-30-01769843-a
2464,persuasivo,1,é o orador máis persuasivo,a,glg-30-01769843-a
2465,persuasivo,1,un argumento persuasivo,a,glg-30-01769843-a
2466,disuasorio,1,asesoramento disuasorio,a,glg-30-01770903-a
2467,disuasorio,1,fixo un pequeno xesto disuasorio coa man,a,glg-30-01770903-a
2468,penetrable,1,unha parede penetrable,a,glg-30-01771462-a
2469,penetrable,1,defensas penetrables,a,glg-30-01771462-a
2470,impenetrable,1,unha fortaleza impenetrable,a,glg-30-01771632-a
2471,impenetrable,1,bosques impenetrables,a,glg-30-01771632-a
2472,permeable,1,membranas permeables,a,glg-30-01772032-a
2473,permeable,1,pedra permeable á auga,a,glg-30-01772032-a
2474,impermeable,1,pedra impermeable,a,glg-30-01772609-a
2475,impermeable,1,unha capa de escuma impermeable,a,glg-30-01772609-a
2476,impermeable,1,un abrigo impermeable para a choiva,a,glg-30-01772609-a
2477,permeable,2,chan permeable,a,glg-30-01773234-a
2478,impermeable,2,un material impermeable á auga,a,glg-30-01773665-a
2479,impermeable,2,é impermeable aos seus argumentos,a,glg-30-01773665-a
2480,psicoactivo,1,medicinas psicoactivas,a,glg-30-01776974-a
2481,non_psicoactivo,1,un analxésico non psicoactivo,a,glg-30-01778073-a
2482,físico,2,exercicio físico,a,glg-30-01778212-a
2483,físico,2,sufrimento físico,a,glg-30-01778212-a
2484,físico,2,"era descoidado, sobre todo na súa aparencia física",a,glg-30-01778212-a
2485,mental,1,imaxes mentais de momentos felices,a,glg-30-01779986-a
2486,mental,1,cálculos mentais,a,glg-30-01779986-a
2487,mental,1,pasa por un terrible estado mental,a,glg-30-01779986-a
2488,mental,1,sufrimento mental,a,glg-30-01779986-a
2489,mental,1,libre de defectos mentais,a,glg-30-01779986-a
2490,piadoso,2,lecturas piadosas,a,glg-30-01781478-a
2491,secular,1,clero secular,a,glg-30-01782854-a
2492,relixioso,2,o clero relixioso e verdadeiro realiza o seu servizo,a,glg-30-01782981-a
2493,relixioso,1,un home relixioso,a,glg-30-01783158-a
2494,relixioso,1,actitude relixiosa,a,glg-30-01783158-a
2495,implacable,2,un inimigo implacable,a,glg-30-01785180-a
2496,elaborado,1,caligrafía elaborada,a,glg-30-01794340-a
2497,elaborado,1,roupas elaboradas,a,glg-30-01794340-a
2498,previsto,1,os gastos previstos para os novos equipos,a,glg-30-01797148-a
2499,espontáneo,1,o seu encanto é espontáneo,a,glg-30-01799035-a
2500,verosímil,1,unha escusa verosímil,a,glg-30-01799457-a
2501,inverosímil,1,o profesor deu unha escusa inverosímil,a,glg-30-01799957-a
2502,agradable,3,pasamos unha noite xuntos moi agradable,a,glg-30-01800349-a
2503,agradable,3,unha escena agradable,a,glg-30-01800349-a
2504,agradable,3,sensacións agradables,a,glg-30-01800349-a
2505,desagradable,4,unha personalidade desagradable,a,glg-30-01801600-a
2506,desagradable,4,repercusións desagradables,a,glg-30-01801600-a
2507,desagradable,4,cheiro desagradable,a,glg-30-01801600-a
2508,agradable,3,noticias agradables,a,glg-30-01807219-a
2509,agradable,3,é agradable na súa forma de ser e no seu aspecto,a,glg-30-01807219-a
2510,puído,1,a súa prosa puída,a,glg-30-01811997-a
2511,puído,1,cun vestido ao que se lle acaba de pasar o ferro e cos zapatos puídos,a,glg-30-01811997-a
2512,puído,1,prata recen puída,a,glg-30-01811997-a
2513,diplomático,1,non é educado nin diplomático entrar en pelexas con outras persoas,a,glg-30-01813400-a
2514,diplomático,1,unha decisión diplomática,a,glg-30-01813400-a
2515,diplomático,1,un xestor diplomático,a,glg-30-01813400-a
2516,diplomático,1,un vello canalla diplomático,a,glg-30-01813400-a
2517,diplomático,1,unha resposta astuta e diplomática,a,glg-30-01813400-a
2518,pouco_político,1,un achegamento pouco político a unha cuestión sensible,a,glg-30-01814085-a
2519,político,1,convocar unha reunión é un acto político en si (Daniel Goleman),a,glg-30-01814385-a
2520,político,1,presión política,a,glg-30-01814385-a
2521,político,1,unha máquina política,a,glg-30-01814385-a
2522,político,1,cargos políticos,a,glg-30-01814385-a
2523,ponderable,1,algo ponderable do mundo exterior - algo do que poidamos dicir que o seu peso é deste xeito ou do outro (James Jeans),a,glg-30-01815309-a
2524,imponderable,1,factores humanos imponderables como a sensibilidade estética,a,glg-30-01815669-a
2525,popular,1,unha atracción turística popular,a,glg-30-01815838-a
2526,popular,1,unha rapaza popular,a,glg-30-01815838-a
2527,popular,1,ese tipo específico de bonecas xa non é popular,a,glg-30-01815838-a
2528,impopular,1,as ideas impopulares,a,glg-30-01816956-a
2529,impopular,1,unha guerra impopular,a,glg-30-01816956-a
2530,a_favor,1,un voto a favor,a,glg-30-01817301-a
2531,positivo,1,unha actitude positiva,a,glg-30-01817500-a
2532,positivo,1,as críticas foron todas positivas,a,glg-30-01817500-a
2533,positivo,1,un beneficio positivo,a,glg-30-01817500-a
2534,positivo,1,busca un positivo,a,glg-30-01817500-a
2535,negativo,1,unha visión negativa da vida,a,glg-30-01818234-a
2536,negativo,1,personalidade negativa,a,glg-30-01818234-a
2537,negativo,1,avaliación negativa,a,glg-30-01818234-a
2538,negativo,1,unha reacción negativa a unha campaña publicitaria,a,glg-30-01818234-a
2539,de_máis,2,5 graos de temperatura de máis,a,glg-30-01819390-a
2540,de_menos,1,5 graos de menos,a,glg-30-01819821-a
2541,de_menos,1,un grao B de menos,a,glg-30-01819821-a
2542,positivo,5,incremento positivo nos alumnos que rematan a carreira,a,glg-30-01820103-a
2543,negativo,3,taxas de interese negativas,a,glg-30-01820338-a
2544,positivo,4,unha proba de embarazo positiva,a,glg-30-01820481-a
2545,negativo,4,a proba do VIH foi negativa,a,glg-30-01820861-a
2546,posible,1,a abertura pode ser posible o próximo ano,a,glg-30-01821266-a
2547,posible,1,todo é posible,a,glg-30-01821266-a
2548,posible,1,alertou das posibles consecuencias,a,glg-30-01821266-a
2549,imposible,1,un soño imposible,a,glg-30-01823092-a
2550,imposible,1,unha situación imposible,a,glg-30-01823092-a
2551,potente,7,unha potente toxina,a,glg-30-01824244-a
2552,impotente,1,a tecnoloxía sen moralidade é brutal; a moralidade sen tecnoloxía é impotente (Freeman J. Dyson),a,glg-30-01824751-a
2553,impotente,1,sentía unha rabia impotente,a,glg-30-01824751-a
2554,poderoso,1,o goberno máis poderoso en Europa Occidental,a,glg-30-01825671-a
2555,poderoso,1,os seus brazos poderosos,a,glg-30-01825671-a
2556,poderoso,1,un argumento poderoso,a,glg-30-01825671-a
2557,impulsado,1,voo impulsado,a,glg-30-01828391-a
2558,impulsado,1,motores impulsados mediante unha reacción a través de queroseno,a,glg-30-01828391-a
2559,non_impulsado,1,un autoxiro é soportado en voo por ás rotativas non impulsadas,a,glg-30-01829505-a
2560,de_alta_tensión,1,fío de alta tensión,a,glg-30-01829652-a
2561,influente,1,un xornal influente,a,glg-30-01830134-a
2562,influente,1,un líder influente para a paz,a,glg-30-01830134-a
2563,placentario,2,"todos os mamíferos, agás os monotremas e os marsupiais, son placentarios",a,glg-30-01830946-a
2564,aplacentario,1,os monotremas e os marsupiais son mamíferos aplacentarios,a,glg-30-01831346-a
2565,arado,1,campos arados,a,glg-30-01832945-a
2566,ermo,1,terra erma,a,glg-30-01833226-a
2567,cultivable,1,terra cultivable,a,glg-30-01833643-a
2568,non_cultivable,1,terra non cultivable,a,glg-30-01833791-a
2569,en_testo,1,xeranio en testo,a,glg-30-01834121-a
2570,práctico,1,é unha persoa moi práctica,a,glg-30-01834304-a
2571,práctico,1,a súa idea non tiña aplicación práctica,a,glg-30-01834304-a
2572,práctico,1,un coñecemento práctico do xaponés,a,glg-30-01834304-a
2573,práctico,1,tallar madeira é unha arte práctica,a,glg-30-01834304-a
2574,pouco_práctico,1,desencallar o buque resultou pouco práctico por mor dos gastos ocasionados,a,glg-30-01836350-a
2575,pouco_práctico,1,"el é intelixente, pero moi pouco práctico para o traballo comercial",a,glg-30-01836350-a
2576,pouco_práctico,1,unha solución pouco práctica,a,glg-30-01836350-a
2577,preciso,3,unha mente precisa,a,glg-30-01837744-a
2578,impreciso,2,observacións astronómicas imprecisas,a,glg-30-01839417-a
2579,impreciso,2,as palabras que usou foron imprecisas e emocionais,a,glg-30-01839417-a
2580,precoz,2,un neno precoz,a,glg-30-01839829-a
2581,precoz,2,un logro precoz,a,glg-30-01839829-a
2582,retardado,1,a vida segura e feliz ás veces é retardada,a,glg-30-01840366-a
2583,premeditado,2,un crime premeditado,a,glg-30-01842763-a
2584,preparado,3,unha declaración preparada,a,glg-30-01843380-a
2585,preparado,3,está preparado para situacións de emerxencia,a,glg-30-01843380-a
2586,sen_prescrición,1,un remedio sen prescrición,a,glg-30-01846204-a
2587,presente,4,o asasino está presente nesta sala,a,glg-30-01846413-a
2588,presente,4,presente no casamento,a,glg-30-01846413-a
2589,presente,4,presente na creación,a,glg-30-01846413-a
2590,ostensivo,2,un abrigo ostensivo de cibelina,a,glg-30-01848355-a
2591,non_pretensioso,2,elegancia non pretensiosa,a,glg-30-01848970-a
2592,pretensioso,1,unha casa de campo pretensiosa,a,glg-30-01849288-a
2593,pretensioso,1,un fraude pretensioso,a,glg-30-01849288-a
2594,pretensioso,1,é unha edición pretensiosa dun erudito,a,glg-30-01849288-a
2595,sen_pretensións,1,a igrexa dun país sen pretensións,a,glg-30-01851523-a
2596,sen_pretensións,1,o seu comportamento tranquilo e sen pretensións,a,glg-30-01851523-a
2597,primario,1,obxectivos primarios,a,glg-30-01852174-a
2598,primario,1,efecto primario,a,glg-30-01852174-a
2599,primario,1,fontes primarias,a,glg-30-01852174-a
2600,primario,1,interese primario,a,glg-30-01852174-a
2601,secundario,2,a pedra será arrastrada a unha trituradora secundaria,a,glg-30-01853461-a
2602,secundario,2,fonte secundaria,a,glg-30-01853461-a
2603,secundario,2,unha cuestión secundaria,a,glg-30-01853461-a
2604,secundario,2,correntes secundarias,a,glg-30-01853461-a
2605,básico,1,un feito básico,a,glg-30-01855764-a
2606,básico,1,os ingredientes básicos,a,glg-30-01855764-a
2607,básico,1,os cambios básicos na opinión pública poden darse debido a cambios nas prioridades da xente,a,glg-30-01855764-a
2608,privado,1,un lugar privado,a,glg-30-01858094-a
2609,privado,1,conversas privadas,a,glg-30-01858094-a
2610,privado,1,un club privado,a,glg-30-01858094-a
2611,privado,1,propiedade privada,a,glg-30-01858094-a
2612,privado,1,o ex presidente agora é un cidadán privado,a,glg-30-01858094-a
2613,privado,1,as figuras públicas loitan para manter unha vida privada,a,glg-30-01858094-a
2614,público,1,o ben público,a,glg-30-01861205-a
2615,público,1,bibliotecas públicas,a,glg-30-01861205-a
2616,público,1,fondos públicos,a,glg-30-01861205-a
2617,público,1,parques públicos,a,glg-30-01861205-a
2618,público,1,un escándalo público,a,glg-30-01861205-a
2619,público,1,xardíns públicos,a,glg-30-01861205-a
2620,público,1,os artistas e os membros da familia real son figuras públicas,a,glg-30-01861205-a
2621,exclusivo,1,clubs exclusivos,a,glg-30-01862386-a
2622,exclusivo,1,restaurantes e tendas exclusivas,a,glg-30-01862386-a
2623,inclusivo,2,unha forma de arte inclusiva,a,glg-30-01863680-a
2624,inclusivo,2,unha taxa inclusiva,a,glg-30-01863680-a
2625,inclusivo,2,o seu concepto de historia é moderno e inclusivo,a,glg-30-01863680-a
2626,privilexiado,1,só existen uns poucos privilexiados,a,glg-30-01864123-a
2627,produtivo,1,terra produtiva,a,glg-30-01865197-a
2628,produtivo,1,foron anos produtivos,a,glg-30-01865197-a
2629,produtivo,1,unha colaboración produtiva,a,glg-30-01865197-a
2630,non_produtivo,1,eliminación das industrias de alto custo ou non produtivas,a,glg-30-01866535-a
2631,xerador,2,poder xerador,a,glg-30-01867295-a
2632,consumista,1,non é adecuado usar a auga de xeito consumista,a,glg-30-01867502-a
2633,reproducible,2,sorprendentemente os resultados obtidos poden ser reproducibles,a,glg-30-01867996-a
2634,profesional,1,comezou a súa carreira profesional despois das olimpíadas,a,glg-30-01868724-a
2635,profesional,1,actor profesional,a,glg-30-01868724-a
2636,profesional,1,futbolista profesional,a,glg-30-01868724-a
2637,profesional,1,un cociñeiro profesional; ,a,glg-30-01868724-a
2638,non_profesional,1,actores non profesionais,a,glg-30-01869370-a
2639,profesional,2,conduta profesional,a,glg-30-01870100-a
2640,profesional,2,ética profesional,a,glg-30-01870100-a
2641,profesional,2,un funcionamento totalmente profesional,a,glg-30-01870100-a
2642,rendible,1,especulación rendible no mercado de valores,a,glg-30-01870889-a
2643,non_rendible,1,os depósitos foron abandonados polas empresas de minería por non seren rendibles,a,glg-30-01871949-a
2644,profundo,2,as diferenzas son profundas,a,glg-30-01872745-a
2645,profundo,2,unha profunda perspicacia,a,glg-30-01872745-a
2646,profundo,2,un libro profundo,a,glg-30-01872745-a
2647,profundo,2,unha mente profunda,a,glg-30-01872745-a
2648,profundo,2,profundo desprezo,a,glg-30-01872745-a
2649,profundo,2,profundo pesar,a,glg-30-01872745-a
2650,superficial,2,semellanzas superficiais,a,glg-30-01873406-a
2651,superficial,2,unha mente superficial,a,glg-30-01873406-a
2652,superficial,2,o seu pensamento era superficial e confuso,a,glg-30-01873406-a
2653,superficial,2,coñecemento superficial,a,glg-30-01873406-a
2654,superficial,2,o informe era tan superficial que non daba unha verdadeira imaxe do problema,a,glg-30-01873406-a
2655,superficial,2,só diferenzas superficiais,a,glg-30-01873406-a
2656,progresista,2,escolas progresistas,a,glg-30-01876006-a
2657,pronunciable,1,un grupo de letras impronunciables,a,glg-30-01878075-a
2658,apropiado,3,tratamento médico apropiado,a,glg-30-01878466-a
2659,apropiado,3,modais apropiados,a,glg-30-01878466-a
2660,inapropiado,3,é inapropiado cear cunha persoa casada,a,glg-30-01880531-a
2661,inapropiado,3,medicación inapropiada,a,glg-30-01880531-a
2662,inapropiado,3,roupa inapropiada para o campo de golf,a,glg-30-01880531-a
2663,profético,1,escrituras proféticas,a,glg-30-01881696-a
2664,profético,1,poderes proféticos,a,glg-30-01881696-a
2665,profético,1,as palabras mostráronse proféticas,a,glg-30-01881696-a
2666,prospectivo,1,beneficios prospectivos,a,glg-30-01883898-a
2667,prospectivo,1,unha nai prospectiva,a,glg-30-01883898-a
2668,prospectivo,1,un estatuto prospectivo na operación,a,glg-30-01883898-a
2669,retrospectivo,1,autoxustificación retrospectiva,a,glg-30-01884539-a
2670,protexido,2,é o lugar máis protexido que eu podería atopar,a,glg-30-01884930-a
